Date,BTC_weighted_price,BTC_volume,BTC_open,BTC_high,BTC_low,BTC_close,BTC_pcnt_change,ETH_weighted_price,ETH_volume,ETH_open,ETH_high,ETH_low,ETH_close,ETH_pcnt_change,LTC_weighted_price,LTC_volume,LTC_open,LTC_high,LTC_low,LTC_close,LTC_pcnt_change
2014-08-12,568.5428572239999,2416.5628853833337,572.4386433333333,575.0459033333333,563.9633366666667,570.8959033333334,-0.26950311932409554,,,,,,,,5.698880296241919,7.44106625,5.979785658442933,6.007021513564532,5.470444365666667,5.963669949564534,-1.036509241258876
2014-08-13,552.1855964769999,9132.944147163334,569.5536766666668,570.4636766666666,528.90206,544.2968533333333,-4.4344939499205696,,,,,,,,5.166104872383727,8.131285890000001,5.689271676223334,5.698361666223333,4.6617956470460005,5.436981267946666,-33.76421233113047
2014-08-14,515.7114700496667,9205.609512273333,544.61667,551.5647,500.3333333333333,513.91624,-5.637071300076067,,,,,,,,4.957910830960582,5.23420183,5.04097189752,5.6408521869,4.523013333333334,4.75680871744,42.200563755691874
2014-08-15,509.39908546300006,6078.374378383334,516.7466666666667,525.5966666666667,490.84666666666664,512.1599966666666,-0.88760514500981,,,,,,,,5.132353699756219,7.06517772,5.138528853333333,5.4654064264,4.774804210866667,5.092919006853333,1.370954481401305
2014-08-16,507.208152249,4566.450358896666,502.08666666666664,529.1433333333333,491.49666666666667,517.5533333333333,3.080477474008466,,,,,,,,4.972937544969889,3.63783936,5.15743424,5.452292906666666,4.688244169300001,5.3163078399999995,22.612154193428616
2014-08-17,506.32026726566664,3646.3398975066666,520.9533333333334,530.60154,491.84,499.3933333333334,-4.138566474284325,,,,,,,,4.727709800363764,7.57437147,4.985518190466667,5.2052064134154,4.355735039999999,4.779189206066667,-33.366023904406845
2014-08-18,478.24322163233336,10571.823912663333,500.7233366666667,507.22333333333336,453.1233333333333,469.47333333333336,-6.240972018872882,,,,,,,,4.006956050014289,10.21078781,4.466452163066667,4.8084772000000005,3.6197984045,4.1877021333333335,-54.37514718677914
2014-08-19,481.08407272433334,6437.621140406667,474.91266333333334,497.49333333333334,461.1033333333333,485.43333666666666,2.2152859137278957,,,,,,,,4.429903925938024,7.21358316,3.9160823305803336,4.985728938666667,3.7914221583333325,4.002834750819667,-31.543920379457735
2014-08-20,499.4377043663333,6795.440916750001,493.01666666666665,527.3333333333334,471.58033333333333,521.1233333333333,5.700956695175961,,,,,,,,5.348588252354024,8.08576473,4.773880383333332,5.906133333333334,4.4517183466666665,5.046037236666666,-54.956030852153546
2014-08-21,517.3543958079999,5235.942202493333,520.67,531.0433333333333,506.65880666666664,513.3833333333333,-1.3994788765756878,,,,,,,,5.854020194886261,9.80187916,5.592599777199999,6.2837348651,5.442103307815732,5.514332524666666,6.098582458899137
2014-08-22,519.6433931843334,5398.9206191133335,522.5416866666666,526.4883533333333,494.7418566666667,520.05795,-0.4753183774696559,,,,,,,,5.393347599256605,5.61292993,5.868435764611199,5.9127590414112,4.977103078066667,5.840542010952,-4.511562440960896
2014-08-23,508.2211366586667,3114.9169708599998,518.3681233333333,518.7414566666666,489.4081933333334,507.38332999999994,-2.1191105006026105,,,,,,,,4.89125235669854,9.92572399,5.3334377841643335,5.337278973497666,4.4585086412666675,5.220416344036999,-13.183088261248372
2014-08-24,511.64619748900003,2171.893673233333,507.50999666666667,517.8699966666667,506.63332999999994,513.34333,1.1494026465777607,,,,,,,,5.440052612491918,4.68347892,4.9989734671666675,5.7136493158234,4.9903383005,5.056431800500001,-8.709618781405032
2014-08-25,502.8177625383334,2869.710059096667,504.71666666666664,514.7799933333333,495.03014,507.47914,0.5473315061255489,,,,,,,,5.252615361869944,4.50002511,5.410391063,5.538260558276666,5.0802022590374,5.4400038378924,2.1179289863505826
2014-08-26,511.05361319450003,3738.0745338350002,505.37,515.325,503.87,510.30499999999995,0.9765122583453599,,,,,,,,5.459958818894476,5.72323511,5.215418400000001,5.7027101280000005,5.1604904177,5.2663476000000005,-3.99325984636205
2014-08-27,518.5234889276667,2926.5802930733335,517.3980700000001,521.9814033333333,515.2811933333334,515.9045266666666,-0.2886642645059521,,,,,,,,5.637864413231405,3.37483081,5.551691639061401,5.880047431153534,5.3589295634786,5.535665889223866,-0.49142155184409053
2014-08-28,505.21898105533336,2637.99301233,506.3309166666666,507.7975833333333,502.5375833333333,502.94425,-0.6688642852311045,,,,,,,,5.217835957871945,7.50156587,5.396930607658332,5.443590093333333,5.0416882032883334,5.360832466324999,-2.851570958941093
2014-08-29,513.4515694563333,2678.28161456,512.57911,516.6418366666666,509.67911000000004,513.8984766666666,0.2573976662190955,,,,,,,,5.379421824162615,3.29588555,5.3870988044869,5.5022355605,5.2464787578159005,5.400965071086566,-0.2423876342587426
2014-08-30,501.52672600466667,1597.3884226533337,503.8065766666667,513.6833266666667,497.4632433333333,508.03867666666673,0.8400247626779477,,,,,,,,5.1996836524658425,2.63985879,5.363021008616666,5.529426022738201,5.120662768413833,5.408071713116668,2.5615469529869594
2014-08-31,493.11714615666665,4299.28639225,499.94049666666666,506.2409866666667,482.0333333333333,490.79765333333336,-1.8287863044287964,,,,,,,,5.0054990090068605,6.02596374,5.169384735533334,5.2446566218666675,4.825206690333333,5.074847735466667,-4.732369537215517
2014-09-01,484.62749731266666,3368.8773583433335,485.45666666666665,489.8333333333333,480.36999999999995,483.46,-0.411296579852648,,,,,,,,4.951884997341043,1.7351127100000001,4.939521583333333,5.054702828333333,4.823803484499999,4.9192054999999995,-0.5453590683726623
2014-09-02,494.7260459566667,2857.41919283,494.08646333333337,498.40313,490.06313,492.0197966666667,-0.41828036589466216,,,,,,,,4.920258311978352,6.90240305,4.940864633333334,5.0394088717743,4.772528797818,4.9201979666666675,0.4596442077532104
2014-09-03,476.13272250750003,2835.944230455,476.5,478.42,472.175,474.46500000000003,-0.4270724029380836,,,,,,,,4.87965096794534,0.71045568,4.718984395,4.929759285,4.6635874835,4.69883091495,1.1902447313794138
2014-09-04,481.13563706866665,3957.204948193333,474.52052000000003,488.76216999999997,473.1036033333333,483.8788366666667,1.9721626931258243,,,,,,,,5.082101016377947,3.02113541,4.8197001764348,5.2803958674336995,4.805308568020632,4.914752505234967,-9.331008695778422
2014-09-05,482.914320992,2968.451575785,488.34000000000003,489.28499999999997,475.30999999999995,477.62,-2.195191874513664,,,,,,,,5.026915940939063,2.23222196,5.138318363400001,5.2108852500000005,4.8640326009,5.0255224162,-2.5753400058597062
2014-09-06,496.2549516226666,1250.1072750600001,494.6033333333333,498.25666666666666,493.84,495.28999999999996,0.13883179113228797,,,,,,,,5.16059494232024,2.24153108,5.116809972266666,5.3213812,5.037168,5.1239137312,0.07096254452410933
2014-09-07,483.107694844,1138.38936093,487.04333333333335,488.8733333333333,478.22667,478.38667000000004,-1.777390786582983,,,,,,,,5.024725836841268,7.79718087,5.0129763057000005,5.2504996,4.8737466797043005,4.9238761267089,6.686279898699677
2014-09-08,473.2484529763333,5320.44920612,492.95666666666665,493.75666666666666,461.15714333333335,475.84237,-3.471764928627932,,,,,,,,4.987120592371779,3.12585089,5.143470423466667,5.302941662433333,4.783453923796533,4.9649012211904004,3.625195311104586
2014-09-09,468.26580388233333,3408.25113522,468.09138333333334,475.6166666666666,462.50471666666664,473.62000000000006,1.1810977222645709,,,,,,,,5.045006800525521,1.77634757,4.935564907694333,5.154647822333333,4.8257325882755,4.9938587524,-1.378870095130402
2014-09-10,479.4740714583333,4072.551891066667,474.11666999999994,484.66667,473.8733366666666,476.3000033333333,0.4605054982212158,,,,,,,,5.283123414289362,4.19658693,5.0581516232286,5.4325075373625005,5.055555602095266,5.081444689561933,-1.5137432925187104
2014-09-11,475.370909129,2975.02369301,477.47304333333335,478.58337666666665,470.0333333333333,475.99666666666667,-0.30920628657061033,,,,,,,,5.378132548976398,1.37793313,5.305241182320134,5.510777508140033,5.222577969333333,5.288837043066667,1.0840293451427139
2014-09-12,471.0465061915,3428.02203534,476.555,477.925,464.875,473.21500000000003,-0.700863488999166,,,,,,,,5.297926001646668,1.12590685,5.437587861,5.481116317250001,5.191300963750001,5.399477793,-0.6834969600681994
2014-09-13,476.08910042499997,2247.5018030066667,473.0166633333333,478.55,470.99666333333334,476.95,0.8315429395126515,,,,,,,,5.375588685372734,4.52899297,5.359278795566667,5.460255500000001,5.260373334104666,5.403843500000001,-0.5642800508412767
2014-09-14,481.42617244133334,1550.9396796,481.7166666666667,483.55999999999995,479.2966666666666,480.66,-0.21935439227761933,,,,,,,,5.471061822951596,2.4931482799999998,5.443841512666667,5.5415976,5.3845577493666665,5.431900207200001,-0.0595958536289287
2014-09-15,471.6521891886666,2528.4004026966663,475.6533366666667,477.80333666666667,467.55593666666664,468.12593666666663,-1.5825390930191636,,,,,,,,5.2677040732163265,4.71645343,5.421082912923767,5.470848204833334,5.069194709746333,5.335292156561766,-7.148640764079018
2014-09-16,472.18454874033324,2178.894601196667,478.75311000000005,492.26662333333326,463.7833333333333,464.0500033333333,-3.0711250453635213,,,,,,,,5.143246587926643,3.58869884,5.253008386259701,5.411713432950066,4.999584333333334,5.091681930074233,-4.034431765502011
2014-09-17,458.41668459933334,4528.42853242,464.7333366666667,466.52333666666664,446.30666999999994,451.28666999999996,-2.8934155580733463,,,,,,,,5.082850852167872,3.5424439100000003,5.056298702933334,5.201735203833333,4.826811099116699,4.9099989696,6.468892226610261
2014-09-18,428.90826191133334,7898.541830206667,455.2299966666667,472.0471566666667,406.65333333333336,451.7871566666667,-0.7562858390724507,,,,,,,,4.772389315882881,1.25770997,5.0172172576624,5.409655694928434,4.432521333333334,4.979272754027201,1.1396430547582759
2014-09-19,401.4437869403334,10211.878454,417.8066666666667,419.12999999999994,381.53207000000003,389.02207,-6.88945365480047,,,,,,,,4.549526307453974,3.9353485900000003,4.662680619333333,5.029559999999999,4.200668090700001,4.341447398992999,-9.379284926335478
2014-09-20,407.1424681706667,6974.926251056666,419.6686666666667,441.682,389.18333666666666,401.7833366666666,-4.261773970894515,,,,,,,,4.381500314040765,7.20288765,4.62474450998,4.92944937966,4.033585613380767,4.4276483522333,-23.24090129705205
2014-09-21,402.53659688266674,4900.843750633333,423.42,425.34999999999997,389.7333366666667,395.08333666666664,-6.692329916709975,,,,,,,,4.277027823831742,3.13637862,4.4530785006,4.578314273999999,4.072717265500033,4.155063795889767,10.815103848867725
2014-09-22,380.1802585186667,4929.75230259,408.6226133333333,413.52,361.75333333333333,400.85633666666666,-1.9005988443256527,,,,,,,,4.091796482779535,2.15815842,4.331971772991999,4.5190333992000005,3.7998606308666663,4.249638367537999,3.081213222814326
2014-09-23,427.1165814056667,9603.660341183333,407.87999999999994,448.72333000000003,403.0100033333334,429.3700033333333,5.268707299532544,,,,,,,,4.674966101283399,8.60723194,4.286912612399999,5.0256923215334,4.235727827334101,4.512777490134099,-32.44685631103988
2014-09-24,419.67797021766665,6079.641008400001,429.1833366666667,440.32,413.2554566666666,425.74726000000004,-0.8006081255049686,,,,,,,,4.801485295903898,6.05190222,4.721119707334133,5.349888,4.409749796780399,4.6833220393424,7.576190933173611
2014-09-25,410.3875060503333,5336.60034514,419.0533366666666,419.8333333333333,400.3333333333333,404.95,-3.365523057005279,,,,,,,,4.504031606027831,4.6290612,4.646605875094466,4.7245020533333335,4.34276796,4.490223283,-5.81525332620528
2014-09-26,404.49923154550004,5585.786047435,410.615,414.5695,396.765,403.27,-1.7887802442677514,,,,,,,,4.457880861062755,1.15534397,4.5447360938,4.6697232850849995,4.3030671957,4.4634407524,-1.1077428203592883
2014-09-27,401.2982229305,3100.88459629,402.75,406.995,395.845,399.51,-0.804469273743019,,,,,,,,4.37876957248838,7.71021202,4.4302459725,4.5840864337500005,4.14864956405,4.3946060049,0.811055890265056
2014-09-28,396.67630887366664,5588.21726582,414.6504466666667,417.80598333333336,375.4919466666667,380.02,-8.351720574536314,,,,,,,,4.39010794585591,1.67113139,4.4404833403444,4.685727527562,4.018710069038934,4.0696265795999995,33.524917555489196
2014-09-29,380.6821978396667,6959.820526743334,382.0332733333333,387.67660666666666,367.4884833333333,371.5816366666666,-2.7357922453909835,,,,,,,,4.301922017619024,2.38895491,4.279299867250533,4.420812032632333,4.043582353776833,4.162227113325266,3.344228580741624
2014-09-30,385.4772289323333,8401.395517143334,372.8189,394.3655233333334,371.30223333333333,386.08333666666664,3.5578766705943967,,,,,,,,4.6902594900835615,5.46212869,4.2288810545110005,5.521117326666667,4.198418316925333,4.3793394269766335,-28.89790997897681
2014-10-01,385.7484374523333,6100.1810165,388.85999999999996,390.9166666666667,381.34999999999997,385.9533333333334,-0.7474840988187474,,,,,,,,4.51236178181741,0.9269726500000001,4.510810997399999,4.793478804166667,4.389887644,4.477093402466667,0.7341393017595609
2014-10-02,376.9339947333333,3745.1032742999996,382.66001666666665,383.77335,370.79667,372.1766733333334,-2.7395972604227574,,,,,,,,4.3582163886253245,1.5728487,4.439931467980166,4.518800713311,4.249704342836701,4.318295227118734,-0.9063646331571465
2014-10-03,368.128804012,7160.580484666666,379.10780666666665,381.0566633333333,355.0333333333333,357.1433333333334,-5.793727522115022,,,,,,,,4.320790354585526,1.5846344,4.3826416792674,4.572672338866733,4.0691435433333325,4.128723362100001,12.527521768338934
2014-10-04,341.5460294526667,10144.522696656668,359.43999,366.48296666666664,322.1839533333333,325.66062000000005,-9.397777359163618,,,,,,,,3.960885395340514,3.2588222399999998,4.169503884000001,4.397670995791334,3.5909205829138666,3.777663192000001,24.65006819451442
2014-10-05,310.6582616823334,21308.263855319998,323.00049333333334,336.8633333333334,277.81521333333336,325.3233333333333,0.719144412452286,,,,,,,,3.6273421674640463,3.83297864,3.7549970151776,4.024347917566668,3.1061129926733333,3.7820008663999998,-0.5565436745813173
2014-10-06,319.88284007733336,23803.54388814,321.0200033333333,347.44171,299.68,334.09171,4.071929017175162,,,,,,,,3.7218240489861705,4.04830553,3.6981536486000333,4.1310784574829,3.386413968,3.8487398401171,6.473222877474838
2014-10-07,331.15120137466664,10701.067204333332,324.71373,337.75200666666666,314.40373,335.82534000000004,3.421971100513687,,,,,,,,3.818471387931144,2.02584783,3.6869685415596,3.9543126785315996,3.5552427944297005,3.8131355395368005,-3.7403217220597544
2014-10-08,341.49893802333327,12018.375134276668,338.6064966666667,360.0,333.62316333333337,358.59,5.901689285367007,,,,,,,,3.886421834195784,2.26282507,3.924340942287734,4.1724000000000006,3.7228575086254336,4.1559433511999995,21.275585626755557
2014-10-09,366.47906931000006,16721.244015250002,346.7628266666666,390.41200000000003,343.38392999999996,365.88334000000003,5.51400319265289,,,,,,,,3.9653328482597456,5.6106233,3.873670198552,4.384974843920001,3.6123989436,4.087264496973001,21.055565919155015
2014-10-10,365.25983657533334,7637.576850263334,364.90333000000004,378.02333,353.04390000000006,358.6639,-1.709885738779097,,,,,,,,3.815639399005465,4.14262403,3.9900318128517003,4.1364371233924,3.6405851663610007,3.921806827911,-7.076524701916912
2014-10-11,362.1324654686667,3635.2716231766663,366.17652333333336,371.01999666666666,353.84172000000007,360.14958,-1.6459119985272719,,,,,,,,3.761480782797005,2.49752292,3.8448315244086007,3.9321626796725,3.6446404843440003,3.7815489810252005,-0.6300472893721222
2014-10-12,370.181262056,5263.322384973334,361.4106733333333,379.52333333333337,353.94471,376.7033333333334,4.23138029072414,,,,,,,,3.8696231902752256,3.00579742,3.7803195019993328,4.019721385,3.6403531973739,3.9402791963333335,7.191843616550594
2014-10-13,385.55433791800004,9206.63020555,371.89797333333337,398.6766666666667,367.1534033333333,391.98333333333335,5.400771566452557,,,,,,,,3.892907450067634,1.32664102,3.800313820101333,4.147441336866667,3.634818693,4.005560088333333,13.501563247664805
2014-10-14,403.63077632666665,8540.5456834,393.6466666666667,414.25999333333334,390.56274333333334,404.1918166666667,2.678836350703671,,,,,,,,4.044053437864376,3.9114243699999998,3.9500199214000005,4.3671412775198,3.7565691623401665,4.0558344909145,-4.864106277887313
2014-10-15,389.4639642283334,10531.712681486666,396.5911066666667,400.8430433333333,383.55904000000004,396.09637666666663,-0.12474561120602223,,,,,,,,3.9883914077523785,1.67362938,4.002044482395067,4.193655995227233,3.8591179115136005,3.9970521075447665,0.09523305540237587
2014-10-16,384.2859756766666,8057.295939846666,395.96917333333334,397.4625066666667,372.30001,384.12788333333333,-2.990457539994363,,,,,,,,3.9489380574924535,0.64159493,4.087930309809067,4.2070889629408,3.7786254444941,3.9656824896296667,0.8062743853586375
2014-10-17,382.0064062593333,4310.803782643334,383.5758666666666,385.8558666666667,373.2002233333333,381.6368333333333,-0.5055149455005671,,,,,,,,3.931632853605434,4.38586815,4.0589039271,4.083412314408001,3.741294918894333,4.038385561125,-2.191877314966228
2014-10-18,386.9194488416667,2733.565767753333,377.7712433333333,394.9439766666667,375.0145766666667,392.1239766666667,3.7993186582148066,,,,,,,,4.01580987516624,4.14428744,3.8532817928497334,4.1864022032269,3.8033978365533336,3.999680246959067,-1.4833638992446188
2014-10-19,388.5978759155,1998.9280898900001,388.445,391.675,384.64,386.89,-0.40031407277735764,,,,,,,,4.011954418569287,1.09210518,3.97797590265,4.12159210825,3.9016112255999995,3.9620515053,-0.09274093532059029
2014-10-20,384.602849783,5120.7079416,388.74392000000006,389.54725333333334,380.68391999999994,384.4772533333333,-1.0975519994413712,,,,,,,,3.917926154568434,2.42881629,3.9745955868640004,4.043305715973333,3.8068391999999993,3.930972333530666,-0.9113794709364994
2014-10-21,383.4807442063333,3058.4330350466666,384.10174333333333,390.96037,376.06667,386.7441366666667,0.6879409893852584,,,,,,,,3.916853147286278,0.48080656,3.9443484843248666,4.0147837683411005,3.7668041080544,3.9714832743127335,0.4568164252030874
2014-10-22,385.7344460913334,3085.00362808,386.74037,389.27411333333333,377.0361433333333,383.56844,-0.8201703897630275,,,,,,,,3.920955928418256,0.65503571,3.9714136551078,3.9974675480434,3.7713228754988335,3.9388412962536004,-2.1842949060886765
2014-10-23,367.5882696866667,7453.127200296666,378.5933333333333,379.84999999999997,356.7966666666666,360.59985,-4.752720597298764,,,,,,,,3.767540831913038,1.76445999,3.7868040979999993,3.9479367885,3.568787298999999,3.6068278796549995,13.737642997079563
2014-10-24,359.6211113543333,6617.73194645,360.4318799999999,365.78024,349.44666666666666,362.7860633333333,0.6531562450395253,,,,,,,,3.7537215641054176,2.0211804,3.746112701591999,3.8777606895216,3.569650117,3.7705806706486658,0.5402981240488748
2014-10-25,352.62485732566665,3997.14854651,359.5100033333333,359.8833366666667,346.1666666666667,351.87057333333337,-2.1249561706678746,,,,,,,,3.675306626696799,1.58517029,3.7101432344000003,3.784533168386667,3.5459444033333334,3.6313043168000005,3.9593599058254463
2014-10-26,356.01191040233334,3315.1629728666667,351.81666666666666,367.99634999999995,349.51,355.89000000000004,1.1577999905253817,,,,,,,,3.7188719351099424,3.49257365,3.6996829576666665,3.9055379026229997,3.5801917046,3.7425178866000004,1.8562833857756487
2014-10-27,356.26629007033335,3851.2374388733333,358.15803999999997,360.60137333333336,353.3333333333333,354.9833333333333,-0.8863982689503996,,,,,,,,3.8795332644176894,5.15808166,3.7996950647795997,3.9909809414628006,3.657014133333333,3.7660146334999998,1.3320436531221909
2014-10-28,355.3548764083334,2983.5299715100005,351.40008000000006,359.28173666666663,350.37008,358.39507000000003,1.9906056936583427,,,,,,,,3.8452489214806422,3.66935211,3.7929421835040005,3.9383170559147995,3.7489948930079993,3.868444706566,0.8090109101760914
2014-10-29,344.26756131533335,5555.383197783333,352.6433366666667,352.75667,333.84662333333335,334.6552166666667,-5.100938577212678,,,,,,,,3.7410488658697196,1.28554281,3.8085480360000004,3.9041591381919,3.548091866590567,3.614276340000001,12.332048815637
2014-10-30,339.86393737966665,4884.560699503333,335.3105566666666,351.1566666666666,333.6766666666667,345.3369466666666,2.990180237590092,,,,,,,,3.7185974803640063,4.48474548,3.7562192709969,3.933730722899999,3.5871242696666665,3.8685369973187997,11.101184730910962
2014-10-31,342.7945663166667,2865.6839784266667,345.1133333333334,347.4533333333333,338.78666666666663,340.98,-1.1976741939845987,,,,,,,,3.750199979069639,2.68464045,3.8102582680000006,3.8563359031999997,3.6352283634666667,3.764623788,0.1018835965923704
2014-11-01,327.3077121956667,5296.0515136466665,338.58069666666665,339.35115333333334,319.43667,323.96000333333336,-4.318230034161514,,,,,,,,3.5363208956442755,3.84766394,3.7006937861806,3.763404290466667,3.3916156493583,3.5408893156334003,-2.5254155090932704
2014-11-02,324.1601771476667,3189.70485371,323.8500033333333,327.86614333333335,319.83666999999997,323.59986333333336,-0.07723946191918545,,,,,,,,3.551395169573149,0.67133327,3.5180279252104665,3.6393141910000004,3.4743889445767002,3.515310619370867,-2.8441038717153104e-05
2014-11-03,329.27789779299997,4788.88913272,324.56280999999996,331.5594766666666,323.66333333333336,324.68666666666667,0.0381610778717103,,,,,,,,3.616452565902563,1.02994562,3.5996579675198994,3.680306875405233,3.5024903953333335,3.6010316358,0.054367757856732736
2014-11-04,326.2738981713333,4871.314336099999,325.00333333333333,331.0233333333333,322.25,327.37333333333333,0.7292232900175397,,,,,,,,3.5951598801262143,0.89982558,3.554073951666666,3.6675796421333335,3.52380375,3.5799910866666664,-0.010334560960478958
2014-11-05,332.5758527516667,6041.385362023334,330.23556666666667,344.45822333333336,326.00155666666666,334.71155666666664,1.3553930744588587,,,,,,,,3.5949221424241733,1.19348528,3.6112745275050004,3.779967427064067,3.4231337055604,3.6602214923505,0.53956443353422
2014-11-06,346.5528975876667,5084.5149477,341.7716333333333,350.65163333333334,339.92333333333335,348.83,2.065228936007865,,,,,,,,3.7134945051585944,6.68394933,3.661587482298333,3.8571679666666663,3.5557952222000004,3.7372076465,-5.374569517306311
2014-11-07,342.13360637566666,2813.5519518433334,343.83,350.05,338.1566666666667,343.5795633333334,-0.07283735179204473,,,,,,,,3.57834117572246,3.35652004,3.6083445648,3.8020155675000002,3.466765238833334,3.605716342175467,-0.05804411312955989
2014-11-08,343.84216811666664,1556.6602794266666,341.7453566666666,347.5789366666666,337.08745,346.79227,1.4768052395971645,,,,,,,,3.5544856050144475,1.47513009,3.5575691628999997,3.651295874947133,3.4647870635699993,3.6101075307,1.8487913713994255
2014-11-09,351.2193694553334,3860.53782673,345.8502166666667,358.7833333333333,341.5269733333333,358.25666666666666,3.5872321028375667,,,,,,,,3.580319715646585,1.36905981,3.5842533054466665,3.7182869533333327,3.422588656371866,3.7128287906666664,9.770947802114806
2014-11-10,363.0080024576667,6706.619301226667,358.46638333333334,373.42333333333335,354.1163833333333,363.1333333333334,1.301921244776893,,,,,,,,3.727217335954314,6.80412651,3.602626583802167,4.320507966666667,3.516864367109,3.6495299446666674,-0.1022585763360481
2014-11-11,366.2472237926666,2891.655344416666,366.65333333333336,370.45394000000005,360.70584333333335,369.78222999999997,0.8533664860540215,,,,,,,,3.782114218523016,3.07638903,3.6962285868,4.09833193822,3.5967061756296665,3.7277709628077,0.34874269342503167
2014-11-12,405.20180813166667,15173.687686160001,376.1427066666667,432.08995999999996,374.9466666666667,422.6606733333333,12.367105846316539,,,,,,,,3.9713018811368386,5.24670118,3.732426463982667,4.666549963502,3.5619933333333336,4.194019595419333,55.05042852846988
2014-11-13,419.8986409986667,18333.3528707,426.08736,449.64000000000004,383.0333333333333,418.45000333333337,-1.7924391530099881,,,,,,,,4.0545622724151755,6.63174963,4.047838441747199,4.9460265108,3.4877521503333333,3.9752834006667337,1.8667506928952171
2014-11-14,401.279576127,7597.495884746666,414.2833333333333,417.56365000000005,387.65000000000003,398.0156666666667,-3.926700728165095,,,,,,,,4.0039314954333545,3.10853816,3.9674009129999996,4.30775363886,3.712345731,3.81161295246,16.628006903487933
2014-11-15,380.2582916503333,5048.73287866,395.41284333333334,399.76474333333334,372.9806266666667,377.83,-4.446705166455862,,,,,,,,3.814895679986971,3.65088451,3.969814460828367,4.126935348974767,3.647228355922667,3.7932885161,10.575574875231048
2014-11-16,384.31722804066663,3513.9059284933332,384.17666333333335,393.96333000000004,378.26899000000003,386.0233333333333,0.4806825026739548,,,,,,,,3.8670422234402726,1.23529499,3.9587215349519003,4.0595754358185,3.7478059337422,3.9777504166999997,1.9243737213142018
2014-11-17,399.622873605,8549.2740125,391.24966666666666,412.08751,375.6675333333333,391.75,0.1278808331253133,,,,,,,,3.9447373287859957,2.96710299,3.8761182726600003,4.1303613544802005,3.6379193126960003,3.8810750850000004,-0.11889092944753259
2014-11-18,382.198121009,5430.668905286666,389.1166666666666,393.50333333333333,370.46378000000004,373.30148333333335,-4.064380862637581,,,,,,,,3.805336481920058,1.95276308,3.7891869706666665,3.974383666666667,3.6075466525376005,3.635179980581334,5.421063317489396
2014-11-19,380.82295821966665,3959.5580113933333,380.30584,386.99584000000004,373.0519133333334,382.72933000000006,0.6372476425815791,,,,,,,,3.7779046500336344,3.29516698,3.7612627881839993,3.8882168637312007,3.623438312130134,3.785231346633,0.5374187476782418
2014-11-20,363.15659063366667,6074.07186603,383.16599,384.13599000000005,353.17303666666675,355.5773133333334,-7.200189313948931,,,,,,,,3.650097787156703,1.71343076,3.775947565054,3.892807233140701,3.480379007135334,3.504072191974667,19.8464848392022
2014-11-21,353.41735695766664,5687.532654466667,353.45840666666663,358.17333333333335,343.6033166666666,353.51,0.014596719829050081,,,,,,,,3.502320063194072,3.25628032,3.5819227510715335,3.6777631857333337,3.338827788381666,3.5824455943,0.03449101686474433
2014-11-22,358.3222993763334,2504.7435954166667,354.03333333333336,365.39333000000005,352.2633333333333,356.4899966666667,0.6939073533565552,,,,,,,,3.564729979892521,7.25530965,3.469526666666667,3.7157395817695007,3.423073147433333,3.4936019673333334,0.014093429514562349
2014-11-23,359.9744667753334,2961.3853486000003,353.9266666666667,368.0233333333333,353.25,365.91333333333336,3.386765619996613,,,,,,,,3.5303955867290657,2.1485593,3.468530883066667,3.6615966317333335,3.4576180649999997,3.5860018945333336,0.41936570740928125
2014-11-24,375.189488629,6933.82072889,367.47333333333336,387.32667,354.82,373.71370333333334,1.698183088115233,,,,,,,,3.627395758278239,3.64110615,3.5872195590000007,3.7957936194665995,3.353421561,3.6481371148845003,-0.30943398530025484
2014-11-25,383.1203608536666,6668.7075735,379.84,391.7033333333334,374.4633333333333,376.3966666666667,-0.9065220443695429,,,,,,,,3.626958312961968,2.92148085,3.5914023935999997,3.7938543861,3.428245518366666,3.5588455392,-0.11558324064607595
2014-11-26,375.2171021936667,4750.7268387,375.35999999999996,382.48793666666666,365.1949666666667,369.74755999999996,-1.4952152600170485,,,,,,,,3.578764438157864,5.90312844,3.5659199999999993,3.7101291607873,3.432832686666667,3.5126018199999995,2.537257907864115
2014-11-27,372.735932999,2284.45269534,374.48938333333336,378.16605,366.50813666666664,372.1502366666667,-0.6246229588262096,,,,,,,,3.54109572955174,1.081367,3.537681367747334,3.6443975688315,3.462285084486267,3.515584197714267,0.3271627199725302
2014-11-28,373.397627478,4900.778335110001,373.2833333333333,382.8733333333333,359.34781,379.8086666666666,1.7480912622226161,,,,,,,,3.4739197631466725,6.69082669,3.5947147671666664,3.742345623133333,3.0120749042885997,3.6575536619133326,7.647656517295975
2014-11-29,380.1611586806667,2845.255741923333,379.41633333333334,385.5333333333333,374.44506333333334,376.35506333333336,-0.8068366411918602,,,,,,,,3.607045105793901,4.16715118,3.505400944523333,3.715130281333333,3.4594342844759,3.477118085282233,2.2163634514234234
2014-11-30,379.35724824799996,1530.608760913333,378.8198566666667,382.87319,377.56652333333335,380.0175233333334,0.3161573094940874,,,,,,,,3.59193272431874,0.95898985,3.5650471537000334,3.6875052951366003,3.5306019056986004,3.5763183108633667,0.036357626451907855
2014-12-01,376.66405277200005,2837.52761913,379.3746233333333,383.01800000000003,372.68316999999996,376.05198,-0.8758211880750651,,,,,,,,3.53109366231903,4.82445584,3.568344594626067,3.640490335500001,3.4708095427050996,3.5370922766028,-0.8636900338811537
